title,category,authors,publisher,registeredDate,doingsChoices,link,memo
어쩌면 이상한 몸,질병 / 장애,장애여성공감,오월의봄,2019-01-10,,https://book.naver.com/bookdb/book_detail.nhn?bid=14196624,
우리 몸이 세계라면,질병 / 장애,김승섭,동아시아,2019-02-14,,https://book.naver.com/bookdb/book_detail.nhn?bid=14336709,
우리가 아는 장애는 없다,질병 / 장애,베네딕테 잉스타,그린비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6609175,
은유로서의 질병,질병 / 장애,수전 손택,이후,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=119101,
"의료, 인권을 만나다",질병 / 장애,인권의학연구소,건강미디어협동조합,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12451263,
장애학 함께 읽기,질병 / 장애,김도현,그린비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6082882,
죽고 싶지만 떡볶이는 먹고 싶어,질병 / 장애,"백세희, 임수진",텀블벅 독립출판,2018-09-21,http://cafedoing.com/221258839647,https://book.naver.com/bookdb/book_detail.nhn?bid=13733438,
하늘을 듣는다,질병 / 장애,윤 가브리엘,사람생각,2018-11-14,,https://book.naver.com/bookdb/book_detail.nhn?bid=6415885,
환자를 위한 나라는 없다,질병 / 장애,파트릭 펠루,프로네시스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4763487,
가장 높은 유리천장 깨기,페미니스트 전기 ,엘런 피츠패트릭,글항아리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10964689,
글로리아 스타이넘 ,페미니스트 전기 ,캐롤린 하일브린,해냄,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=143820,
길 위의 인생,페미니스트 전기 ,글로리아 스타이넘,학고재,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11750261,
도나 해러웨이,페미니스트 전기 ,이지언,커뮤니케이션북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11884201,
딩링: 중국 여성주의의 여정,페미니스트 전기 ,이선이,한울,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10015576,
린다 브렌트 이야기,페미니스트 전기 ,해리엇 제이콥스,뿌리와이파리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6468008,
마거릿 미드와 루스 베네딕트,페미니스트 전기 ,로이스 W. 배너,현암사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10694400,
미셸 오바마,페미니스트 전기 ,피터 슬레빈,학고재,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12538068,
박순천 연구,페미니스트 전기 ,최정순,백산서당,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9701041,
세계의 여성리더,페미니스트 전기 ,"전경옥, 오경희, 문은영, 변신원, 김은실, 김은정",숙명여대출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1466995,
세계의 여자 대통령 ,페미니스트 전기 ,박영만,프리윌,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7012503,
싸우는 여자가 이긴다,페미니스트 전기 ,에멀린 팽크허스트,현실문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10279004,
싸울 기회,페미니스트 전기 ,엘리자베스 워런,에쎄,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9428900,
울랭프 드 구주가 있었다,페미니스트 전기 ,브누아트 그루,마음산책,2018-09-21,http://cafedoing.com/221013971856,https://book.naver.com/bookdb/book_detail.nhn?bid=8111571,
케테 콜비츠,페미니스트 전기 ,카타리네 크라머,실천문학사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1456578,
하늘을 흔드는 사람,페미니스트 전기 ,"레비야 카디르, 알렉사늗라 카벨리우스",열음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=5336009,
82년생 김지영,페미니즘 국내소설 ,조남주,민음사,2018-09-21,http://cafedoing.com/220939302319,https://book.naver.com/bookdb/book_detail.nhn?bid=11211133,
8헤르츠,페미니즘 국내소설 ,이창우,글누림,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12811317,
계속해보겠습니다 ,페미니즘 국내소설 ,황정은,창비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8314428,
괜찮은 사람,페미니즘 국내소설 ,강화길,문학동네,2018-09-21,http://cafedoing.com/221184908104,https://book.naver.com/bookdb/book_detail.nhn?bid=11355381,
그것이 나만은 아니기를,페미니즘 국내소설 ,구병모,문학과지성사,2018-11-14,,https://book.naver.com/bookdb/book_detail.nhn?bid=8839100,
그날 밤 우리는 비밀을,페미니즘 국내소설 ,"김해원, 김혜정, 윤이형, 최상희, 최정화",우리학교,2018-09-21,http://cafedoing.com/221360909257,https://book.naver.com/bookdb/book_detail.nhn?bid=13718493,
기나긴 하루,페미니즘 국내소설 ,박완서,문학동네,2018-11-14,,http://cafedoing.com/221398563760,
나는 소망한다,페미니즘 국내소설 ,양귀자,살림,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=16942,
나비모텔,페미니즘 국내소설 ,이일굼,렛츠북,2018-09-21,http://cafedoing.com/221332977690,https://book.naver.com/bookdb/book_detail.nhn?bid=13777150,
낭만적 사랑과 사회,페미니즘 국내소설 ,정이현,문학과지성사,2018-09-21,http://cafedoing.com/221103997042,https://book.naver.com/bookdb/book_detail.nhn?bid=131188,
내게 무해한 사람,페미니즘 국내소설 ,최은영,문학동네,2018-09-21,http://cafedoing.com/221369043874,https://book.naver.com/bookdb/book_detail.nhn?bid=13733364,
너무 한낮의 연애,페미니즘 국내소설 ,김금희,문학동네,2018-09-21,http://cafedoing.com/221037813724,https://book.naver.com/bookdb/book_detail.nhn?bid=10659952,
누군가 이름을 부른다면,페미니즘 국내소설 ,김보현,은행나무,2018-11-14,,http://cafedoing.com/221398563760,
다른 사람,페미니즘 국내소설 ,강화길,한겨레출판,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12451288,
딸에 대하여,페미니즘 국내소설 ,김혜진,민음사,2018-09-21,http://cafedoing.com/221139980594,https://book.naver.com/bookdb/book_detail.nhn?bid=12556956,
리나,페미니즘 국내소설 ,강영숙,문학동네,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6632138,
말해봐 나한테 왜 그랬어,페미니즘 국내소설 ,김나리,박하,2018-09-21,http://cafedoing.com/221305750148,https://book.naver.com/bookdb/book_detail.nhn?bid=11355273,
목공소녀,페미니즘 국내소설 ,박정윤,자음과모음,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9374898,
무소의 뿔처럼 혼자서 가라 ,페미니즘 국내소설 ,공지영,오픈하우스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6214726,
문학소녀 ,페미니즘 국내소설 ,김용언,반비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12166989,
물의 말,페미니즘 국내소설 ,박정애,한겨레신문사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=69124,
뱀과 물,페미니즘 국내소설 ,배수아,문학동네,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=12757808,
상냥한 폭력의 시대,페미니즘 국내소설 ,정이현,문학과지성사,2018-09-21,http://cafedoing.com/221220385031,https://book.naver.com/bookdb/book_detail.nhn?bid=11170599,
새,페미니즘 국내소설 ,오정희,문학과 지성사,2018-11-14,,http://cafedoing.com/221398563760,
새벽의 방문자들,페미니즘 국내소설 ,박민정 외 5명,다산책방,2019-08-01,,https://book.naver.com/bookdb/book_detail.nhn?bid=15075958,
"세여자 1,2권 ",페미니즘 국내소설 ,조선희,한겨레출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12166060,
소년이 온다,페미니즘 국내소설 ,한강,창비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7615129,
쇼코의 미소,페미니즘 국내소설 ,최은영,문학동네,2018-09-21,http://cafedoing.com/221048134213,https://book.naver.com/bookdb/book_detail.nhn?bid=10785953,
숲속의 방 ,페미니즘 국내소설 ,강석경,민음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6031092,
아무도 아닌,페미니즘 국내소설 ,황정은,문학동네,2018-09-21,http://cafedoing.com/221379691274,https://book.naver.com/bookdb/book_detail.nhn?bid=11356105,
아홉번째 파도,페미니즘 국내소설 ,최은미,문학동네,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12698762,
엄마의 말뚝,페미니즘 국내소설 ,박완서,열림원,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2954733,
여성작가 SF 단편모음집,페미니즘 국내소설 ,파출리 외 10인,온우주,2018-09-21,,,
여수의 사랑,페미니즘 국내소설 ,한강,문학과 지성사,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=11990257,
여인들과 진화하는 적들,페미니즘 국내소설 ,김숨,현대문학,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7187051,
염소를 모는 여자 ,페미니즘 국내소설 ,전경린,문학동네,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7753214,
오리 이름 정하기,페미니즘 국내소설 ,이랑,위즈덤하우스,2019-11-09,,http://book.naver.com/bookdb/book_detail.nhn?bid=15558386,
외딴 방,페미니즘 국내소설 ,신경숙,문학동네,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=64727,
유년의 뜰,페미니즘 국내소설 ,오정희,문학과지성사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=193804,
인간문제,페미니즘 국내소설 ,강경애,문학과지성사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2501258,
절반의 실패,페미니즘 국내소설 ,이경자,동광출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=3404030,
진실 혹은 두려움,페미니즘 국내소설 ,박완서 외 14인,동아일보사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=24031,
채식주의자,페미니즘 국내소설 ,한강,창비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=3309417,
척하는 삶,페미니즘 국내소설 ,이창래,에이치코리아,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7609063,
체공녀 강주룡,페미니즘 국내소설 ,박서련,한겨레출판사,2019-01-10,http://cafedoing.com/221449389486,http://book.naver.com/bookdb/book_detail.nhn?bid=13786273,
최선의 삶,페미니즘 국내소설 ,임솔아,문학동네,2018-09-21,http://cafedoing.com/221223119949,https://book.naver.com/bookdb/book_detail.nhn?bid=9272731,
칼날과 사랑,페미니즘 국내소설 ,김인숙,창작과 비평사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=206350,
프린세스 바리,페미니즘 국내소설 ,박정윤,다산책방,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7025137,
플라스틱 여인,페미니즘 국내소설 ,김비,동아일보사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2693198,
피프티 피플,페미니즘 국내소설 ,정세랑,창비,2018-09-21,http://cafedoing.com/221101373842,https://book.naver.com/bookdb/book_detail.nhn?bid=11306271,
하늘을 울린 뜻,페미니즘 국내소설 ,명금혜정,모시는사람들,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9832724,
"해월의 딸, 용담할매",페미니즘 국내소설 ,고은광순,모시는사람들,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9819865,
현남오빠에게,페미니즘 국내소설 ,"조남주, 최은영, 구병모, 김이설, 손보미, 김성중, 최정화",다산책방,2018-11-19,,http://cafedoing.com/221401812969,
흰,페미니즘 국내소설 ,한강,난다,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=13552961,
19호실로 가다,페미니즘 국외소설 ,도리스 레싱,문예출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13754404,
각성,페미니즘 국외소설 ,케이트 쇼팽,문파랑,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6321225,
계란껍질 두개골 원칙,페미니즘 국외소설 ,브리 리,카라칼,2020-04-24,,http://book.naver.com/bookdb/book_detail.nhn?bid=16338213,
"고독의 우물 1,2",페미니즘 국외소설 ,래드클리프 홀,펭귄클래식코리아,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4722374,
광막한 사르가소 바다,페미니즘 국외소설 ,진 리스,웅진씽크빅,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4588209,
깨어난 장미 인형들,페미니즘 국외소설 ,수잔 영,꿈의지도,2020-05-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16350080,
나의 눈부신 친구,페미니즘 국외소설 ,엘레나 페란테,한길사,2018-09-21,http://cafedoing.com/221200730022,https://book.naver.com/bookdb/book_detail.nhn?bid=10794482,
"눈먼 암살자 1,2",페미니즘 국외소설 ,마가렛 애트우드,민음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6444563,
다크 챕터,페미니즘 국외소설 ,위니 리,한길사,2018-09-21,http://cafedoing.com/221224749426,,
댈러웨이 부인,페미니즘 국외소설 ,버지니아 울프,책읽는수요일,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6187069,
덤플링,페미니즘 국외소설 ,줄리 머피,살림,2020-04-14,,http://book.naver.com/bookdb/book_detail.nhn?bid=16237135,
"도둑 신부 1,2 ",페미니즘 국외소설 ,마가렛 애트우드,민음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6627566,
도리스의 빨간수첩,페미니즘 국외소설 ,소피아 룬드베리,문예출판사,2018-11-28,,https://book.naver.com/bookdb/book_detail.nhn?bid=14262457,
두 늙은 여자,페미니즘 국외소설 ,벨마 월리스,이봄,2018-09-21,http://cafedoing.com/221293780707,https://book.naver.com/bookdb/book_detail.nhn?bid=13552584,
등대로,페미니즘 국외소설 ,버지니아 울프,열린책들,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7229336,
떠나간 자와 머무른 자,페미니즘 국외소설 ,엘레나 페란테,한길사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12108006,
롤리타,페미니즘 국외소설 ,블라디미르 나보코프,민음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=5172,
루거 총을 든 할머니,페미니즘 국외소설 ,브누아 필리퐁,위즈덤하우스,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=15260257,
루비프루트 정글,페미니즘 국외소설 ,리타 메이 브라운,큐큐,2019-04-19,,http://book.naver.com/bookdb/book_detail.nhn?bid=14651777,
멀베이니가족,페미니즘 국외소설 ,조이스 캐롤 오츠,창비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=5280506,
바다에 어떻게 소금이 들어 있지,페미니즘 국외소설 ,브리기테 슈봐이거,또 하나의 문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1347983,
"바다여, 바다여 1,2",페미니즘 국외소설 ,아이리스 머독,민음사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6212332,
버지니아 울프 대표 단편 걸작선,페미니즘 국외소설 ,버지니아 울프,뜻이있는사람들,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10702327,
베즈 무아,페미니즘 국외소설 ,비르지니 데팡트,책세상,2020-03-25,,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=007&aid=0000000241,
벨 자,페미니즘 국외소설 ,실비아 플라스,마음산책,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7294512,
본리스머시 1: 죽음을 거래하는 소녀들,페미니즘 국외소설 ,에이프릴 제너비브 투콜크,우리학교,2020-04-14,,http://book.naver.com/bookdb/book_detail.nhn?bid=15989679,
본리스머시 2: 복수를 맹세하는 소녀들,페미니즘 국외소설 ,에이프릴 제너비브 투콜크,우리학교,2020-04-14,,http://book.naver.com/bookdb/book_detail.nhn?bid=15989683,
